invoice_number,vendor_id,delivery_method,menu_items,invoice_date,tax,total,customer_id
43357,1,pickup,Apple Pie|Sausage McGriddle|Southwest Dressing,2023-01-03,0.04225,5.82,2888
43358,2,pickup,100 Wings Classic,2023-01-03,0.06100,122.00,7971
43359,2,pickup,Small 3 pc Crispy Tender Combo,2023-01-03,0.06850,10.25,75
43360,2,delivery,Medium 8 pc Wing Combo Classic,2023-01-03,0.04500,13.89,7339
43361,3,pickup,Mtn Dew Baja Blast|Cheesy Gordita Crunch|3 Soft Tacos Combo,2023-01-03,0.05300,15.87,2264
43362,3,pickup,Dr Pepper|2 Chicken Chalupas Supreme,2023-01-03,0.06850,15.37,7654
43363,2,pickup,75pc Pack Boneless|100 Wings Classic|30pc Crew Pack Mix & Match,2023-01-03,0.07250,256.51,6426
43364,1,pickup,Medium Premium Hot Chocolate|Quarter Pounder With Cheese Deluxe,2023-01-03,0.06100,9.00,6527
43365,1,delivery,Hotcakes|Chocolate Milk,2023-01-03,0.06350,6.04,1296
43366,2,delivery,Large 5 pc Crispy Tender Combo|30pc Crew Pack Boneless|Iced Tea 32oz,2023-01-03,0.06625,52.00,8220
43367,3,delivery,Cinnabon Delights 2 Pack,2023-01-03,0.04000,2.07,6147
43368,2,delivery,Iced Tea 20oz|50pc Party Pack Classic|Small 6 pc Wing Combo Classic,2023-01-03,0.06625,85.05,5120
43369,1,delivery,Hotcakes & Sausage,2023-01-03,0.05300,5.47,1584
43370,1,delivery,Ranch Dressing|Smoky BLT Quarter Pounder With Cheese,2023-01-03,0.05300,7.57,3881
43371,1,delivery,Bacon Egg Cheese McGriddle Meal|Double Quarter Cheese Deluxe|Egg McMuffin Meal,2023-01-03,0.00000,19.67,3725
43372,3,delivery,Grande Toasted Breakfast Burrito Sausage,2023-01-03,0.04000,3.42,696
43373,3,pickup,Lipton Unsweetened Iced Tea|Mtn Dew Baja Blast Freeze,2023-01-03,0.00000,6.78,9899
43374,3,delivery,2 Chicken Chalupas Supreme,2023-01-03,0.07250,12.32,673
43375,2,delivery,24pc Family Pack Boneless,2023-01-03,0.07250,29.59,7489
43376,1,delivery,6 Pieces Chicken McNuggets – Happy Meal|Egg Biscuit|Blueberry & Creme Pie,2023-01-03,0.05500,10.62,5690
43377,2,pickup,24pc Family Pack Classic|Small 6 pc Wing Combo Boneless,2023-01-03,0.04500,45.54,2544
43378,3,delivery,Chips And Nacho Cheese Sauce|Mild Sauce Packet,2023-01-03,0.05000,1.77,9484
43379,3,pickup,Black Bean Crispy Melt Taco|Mild Sauce Packet,2023-01-03,0.06100,2.75,5658
43380,2,delivery,10 Wings Mix & Match|7 Crispy Tenders|16pc Crispy Tender Pack,2023-01-03,0.05300,58.09,2183
43381,2,delivery,Iced Tea 20oz|30pc Crew Pack Mix & Match,2023-01-03,0.02900,45.36,5834
43382,1,pickup,Medium Caramel Latte,2023-01-03,0.06250,3.50,2406
43383,1,pickup,Double Bacon Quarter Pounder With Cheese|Southwest Dressing,2023-01-03,0.05750,8.66,8195
43384,3,delivery,Chalupa Supreme|Mild Sauce Packet,2023-01-03,0.06625,5.11,4301
43454,3,delivery,Burrito Supreme Combo,2023-01-04,0.05500,10.12,9851
43385,2,pickup,24pc Family Pack Classic|Seasoned Fries Large|50pc Party Pack Boneless,2023-01-03,0.06850,100.73,8421
43386,3,delivery,Chipotle Ranch Grilled Chicken Burrito,2023-01-03,0.04000,2.08,5093
43387,1,delivery,Medium Frozen Fanta (Blue Raspberry),2023-01-03,0.04450,2.18,2308
43388,2,pickup,15 Crispy Tenders,2023-01-03,0.04500,25.59,2337
43389,3,delivery,Power Menu Bowl Veggie|Blue Raspberry Electric Strawberry Freeze,2023-01-03,0.04000,11.00,1857
43390,3,pickup,Chips And Nachos Cheese Sauce|Mexican Pizza Combo|Power Menu Bowl Veggie,2023-01-03,0.04750,19.66,4126
43391,2,pickup,100pc Pack Classic|30pc Crew Pack Classic|50 Wings Classic,2023-01-03,0.06000,243.77,1483
43392,3,delivery,Breakfast Quesadilla Steak,2023-01-03,0.04450,3.44,7893
43393,3,delivery,Blue Raspberry Freeze|Burrito Supreme Cravings Trio|Fire Sauce Packet,2023-01-03,0.04750,9.31,9459
43394,1,pickup,Double Quarter Pounder With Cheese,2023-01-03,0.04750,7.43,2857
43395,3,delivery,Pintos N Cheese|Cinnabon Delights 2 Pack|Grande Toasted Breakfast Burrito Steak,2023-01-03,0.05500,8.62,6255
43396,3,delivery,Grande Toasted Breakfast Burrito Combo,2023-01-03,0.05000,5.97,8547
43397,2,pickup,40pc Group Pack Mix & Match,2023-01-03,0.05750,55.93,6351
43398,2,pickup,15pc Meal for 2 Classic,2023-01-03,0.04750,26.28,6852
43399,3,delivery,Double Steak Grilled Cheese Burrito,2023-01-03,0.04450,7.30,6355
43400,2,delivery,75 Wings Mix & Match|15pc Meal for 2 Mix & Match|20 Wings Classic,2023-01-03,0.04500,139.58,491
43401,3,pickup,Breakfast Quesadilla Steak,2023-01-03,0.06250,3.50,3866
43402,2,pickup,Louisiana Voodoo Fries Regular|75pc Pack Boneless|30 Crispy Tenders,2023-01-04,0.04500,138.22,7510
43403,3,pickup,Breakfast Salsa,2023-01-04,0.02900,0.00,5829
43404,1,pickup,Medium Iced Coffee|Double Bacon Quarter Pounder With Cheese|Spicy Buffalo,2023-01-04,0.04450,11.36,7140
43405,2,pickup,15 Wings Classic|75 Wings Boneless,2023-01-04,0.05500,97.04,1638
43406,2,pickup,Large 10 pc Wing Combo Boneless|Medium 8 pc Wing Combo Boneless|20 Wings Classic,2023-01-04,0.07000,47.48,1834
43407,3,pickup,Iced Cinnabon Delights Coffee|Cheesy Toasted Breakfast Burrito Bacon|Cheesy Toasted Breakfast Burrito Sausage,2023-01-04,0.06350,5.39,2569
43408,3,pickup,Grande Toasted Breakfast Burrito Combo|Spicy Ranch|3 Soft Tacos Supreme Combo,2023-01-04,0.06500,17.02,9098
43409,1,pickup,Egg McMuffin Meal|Medium Iced Mocha,2023-01-04,0.00000,9.98,1023
43410,3,pickup,Drinks Party Pack|Spicy Ranch|Grande Toasted Breakfast Burrito Sausage,2023-01-04,0.05000,7.97,354
43411,2,delivery,100 Wings Mix & Match,2023-01-04,0.04225,119.85,6137
43412,1,pickup,Crispy Chicken Sandwich Meal|Hot N Spicy McChicken Biscuit,2023-01-04,0.05600,10.22,8972
43413,1,pickup,Apple Slices,2023-01-04,0.06350,0.95,3734
43414,2,delivery,Veggie Sticks|Cheese Fries Large|Soft Drinks 20oz,2023-01-04,0.06100,10.90,7470
43415,2,delivery,Medium 8 pc Wing Combo Mix & Match|Louisiana Voodoo Fries Large,2023-01-04,0.06250,20.59,673
43416,1,pickup,Sweet N Sour Dipping Sauce|Spicy Buffalo,2023-01-04,0.07000,0.00,6406
43417,3,delivery,Nachos BellGrande|Dole Lemonade Strawberry Squeeze,2023-01-04,0.05750,9.92,316
43418,1,delivery,Butter|Egg Cheese Biscuit|Oreo Fudge McFlurry,2023-01-04,0.04225,8.00,2211
43419,3,delivery,Breakfast Salsa,2023-01-04,0.04500,0.00,5522
43420,2,pickup,15 Wings Boneless|16pc Crispy Tender Pack|15 Wings Classic,2023-01-04,0.05750,68.92,8202
43421,2,pickup,Seasoned Fries Large|Veggie Sticks Carrots Only,2023-01-04,0.06500,6.79,6534
43422,3,delivery,Cheesy Toasted Breakfast Burrito Sausage|3 Doritos Locos Tacos Supreme Combo,2023-01-04,0.04750,12.03,9852
43423,2,delivery,10 Wings Classic|20 Crispy Tenders|40pc Group Pack Classic,2023-01-04,0.06875,105.24,4286
43424,2,pickup,Buffalo Ranch Fries Large,2023-01-04,0.06500,6.49,5280
43425,2,pickup,100pc Pack Boneless|(1) 100pc Pack Boneless|10 Wings Mix & Match,2023-01-04,0.05500,245.47,1762
43426,3,delivery,Premium Hot Coffee,2023-01-04,0.00000,1.99,9728
43427,1,pickup,Chicken McGriddle,2023-01-04,0.05000,3.45,1294
43428,1,pickup,Sausage McGriddle|Hot & Spicy Chicken McGriddle|Spicy Crispy Chicken Sandwich Meal,2023-01-04,0.06250,15.91,3574
43429,1,delivery,Medium Chocolate Shake,2023-01-04,0.04750,3.87,1868
43430,2,pickup,Iced Tea 20oz|30 Wings Mix & Match|30pc Crew Pack Boneless,2023-01-04,0.06350,75.69,6584
43431,1,pickup,2 Large Fries|Syrup|Blueberry & Creme Pie,2023-01-04,0.06875,8.31,6138
43432,1,pickup,2 Cheeseburger Meal|Medium Caramel Frappe|Cherry & Creme Pie,2023-01-04,0.07000,14.20,7006
43433,3,delivery,Cup Of Water|Cheesy Toasted Breakfast Burrito Potato,2023-01-04,0.06000,1.37,6551
43434,3,pickup,Breakfast Crunchwrap Sausage|Cup Of Water,2023-01-04,0.06100,3.49,3475
43435,3,pickup,Mexican Pizza|3 Soft Tacos Supreme Combo,2023-01-04,0.04500,15.65,3160
43436,3,pickup,Chalupa Supreme|Black Beans And Rice|Deluxe Cravings Box,2023-01-04,0.00000,14.57,2357
43437,3,pickup,Cheesy Toasted Breakfast Burrito Bacon|Spicy Potato Soft Taco|Premium Hot Coffee,2023-01-04,0.05750,4.74,5776
43438,3,pickup,Dr Pepper|Cheesy Roll Up,2023-01-04,0.06250,4.13,6812
43439,2,delivery,Seasoned Fries Large,2023-01-04,0.06100,4.87,5340
43440,2,pickup,100pc Pack Classic|50pc Party Pack Boneless,2023-01-04,0.04225,194.15,7033
43441,3,delivery,Sierra Mist|Regular Iced Coffee,2023-01-04,0.04750,5.11,8632
43442,3,pickup,Diet Mountain Dew (Small),2023-01-04,0.06500,2.86,7235
43443,3,pickup,Brisk Mango Fiesta|3 Soft Tacos Combo,2023-01-04,0.05600,10.86,585
43444,3,pickup,Hot Sauce Packet|Doritos Cheesy Gordita Crunch Nacho Cheese|Bell Breakfast Box,2023-01-04,0.05300,11.57,1844
43445,3,delivery,Pepsi|Double Steak Grilled Cheese Burrito,2023-01-04,0.07000,10.57,6219
43446,2,delivery,20 Crispy Tenders|15pc Meal for 2 Classic,2023-01-04,0.04500,61.43,7775
43447,3,delivery,Diet Mountain Dew (Small)|Dr Pepper,2023-01-04,0.06850,5.96,9418
43448,2,delivery,8 pc Meal for 2 – Crispy Tenders,2023-01-04,0.06875,21.15,8955
43449,2,delivery,75pc Pack Mix & Match|30 Wings Boneless|8 pc Meal for 2 – Crispy Tenders,2023-01-04,0.05500,158.01,3471
43450,1,pickup,Sausage Egg Cheese Bagel Meal|Sausage McGriddle|Hamburger,2023-01-04,0.06500,12.96,2583
43451,2,delivery,Large 5 pc Crispy Tender Combo|Buffalo Ranch Fries Regular,2023-01-04,0.06625,17.57,3036
43452,3,delivery,Chicken Quesadilla Combo|Breakfast Quesadilla Sausage,2023-01-04,0.07250,14.03,1797
43455,3,delivery,Cheesy Toasted Breakfast Burrito Potato|Cheesy Toasted Breakfast Burrito Sausage,2023-01-04,0.07250,2.77,8493
43456,2,pickup,Cajun Friend Corn Large|Soft Drinks 20oz|10 Wings Classic,2023-01-04,0.05750,20.91,2366
43457,3,delivery,Nachos BellGrande Combo|Cheese Quesadilla,2023-01-04,0.05750,14.78,6289
43458,1,pickup,Smoky BLT Quarter Pounder With Cheese|Medium Hazelnut Cappuccino,2023-01-04,0.04000,10.90,7303
43459,1,pickup,Classic Big Mac Pack|Smoky BLT Quarter Pounder With Cheese,2023-01-04,0.07000,24.91,7982
43460,2,delivery,30pc Crew Pack Mix & Match|100 Wings Boneless,2023-01-04,0.06250,150.32,9066
43461,3,pickup,Hot Cinnabon Delights Coffee,2023-01-04,0.00000,2.29,3251
43462,2,pickup,Buffalo Ranch Fries Regular|Cajun Fried Corn Regular,2023-01-04,0.06875,8.85,5410
43463,2,delivery,Triple Chocolate Chunk Brownie|15 Wings Mix & Match|Veggie Sticks Celery Only,2023-01-04,0.04500,22.33,3253
43464,2,delivery,100 Wings Mix & Match|50 Wings Classic,2023-01-04,0.04500,180.24,8172
43465,3,pickup,Breakfast Quesadilla Combo|Cheesy Gordita Crunch Cravings Trio,2023-01-04,0.07000,10.69,1459
43466,2,pickup,Buffalo Ranch Fries Regular|Veggie Sticks|100 Wings Mix & Match,2023-01-04,0.02900,124.89,1933
43467,1,delivery,Bacon Egg Cheese Bagel Meal,2023-01-04,0.04450,5.63,8927
43468,2,delivery,15 Wings Classic,2023-01-04,0.06100,18.56,596
43469,1,delivery,Medium Frozen Fanta (Blue Raspberry),2023-01-04,0.04750,2.19,8614
43470,1,pickup,Medium Iced Latte|Medium Iced Hazelnut Latte|Medium Latte,2023-01-04,0.07250,10.59,1560
43471,1,pickup,Deluxe Crispy Chicken Sandwich|Medium Iced Hazelnut Latte,2023-01-04,0.06000,9.41,8326
43472,3,pickup,Mexican Pizza Combo|Spicy Ranch,2023-01-04,0.06875,10.89,9408
43473,1,pickup,Medium Strawberry Shake,2023-01-04,0.04450,3.85,8104
43474,2,pickup,40pc Group Pack Classic,2023-01-04,0.06000,56.06,8704
43475,3,pickup,3 Doritos Locos Tacos Supreme Combo|Mexican Pizza Combo|Crunchwrap Supreme,2023-01-04,0.06100,26.92,7245
43476,3,pickup,Black Beans|Cinnabon Delights 2 Pack,2023-01-04,0.06250,3.91,6990
43477,2,delivery,Seasoned Fries Large|50pc Party Pack Mix & Match,2023-01-04,0.04000,72.99,9604
43478,3,pickup,Beefy 5-Layer Burrito|White Hot Ranch Fries Burrito Veggie|Mexican Pizza,2023-01-04,0.00000,11.97,7990
43479,1,pickup,Crispy Chicken Sandwich,2023-01-04,0.00000,4.79,5844
43480,1,delivery,Cheese Danish,2023-01-04,0.05000,2.72,6164
43481,1,delivery,Medium Strawberry Shake|Quarter Pounder With Cheese Deluxe Meal,2023-01-04,0.05300,13.14,717
43482,2,delivery,75 Wings Mix & Match|Large 10 pc Wing Combo Classic,2023-01-04,0.06850,107.68,2968
43483,1,delivery,Plain Sundae,2023-01-04,0.06850,3.73,4656
43484,2,pickup,100pc Pack Classic|15 Wings Mix & Match,2023-01-04,0.06625,158.42,314
43485,1,pickup,Apple Fritter|Deluxe Crispy Chicken Sandwich Meal|1 Cookie,2023-01-04,0.04225,13.93,5784
43486,2,delivery,40pc Group Pack Boneless|30pc Crew Pack Classic|8 pc Meal for 2 – Crispy Tenders,2023-01-04,0.06850,112.48,8175
43487,1,pickup,Crispy Chicken Sandwich|Sausage McGriddle,2023-01-04,0.06875,9.38,8602
43488,3,delivery,Chipotle Sauce|Pintos N Cheese|Supreme Taco Party Pack,2023-01-04,0.07000,32.51,1856
43489,3,pickup,White Hot Ranch Fries Burrito Veggie,2023-01-04,0.06100,3.17,8951
43490,1,delivery,Regular M&M McFlurry,2023-01-04,0.05000,4.50,3726
43491,3,delivery,Spicy Potato Soft Tacos|Power Menu Bowl|Cinnabon Delights 2 Pack,2023-01-04,0.06875,10.88,9414
43492,1,delivery,Spicy Buffalo|Medium Mocha|40 McNuggets,2023-01-04,0.04500,16.59,8608
43493,1,delivery,Blueberry Muffin,2023-01-04,0.06625,2.87,2491
43494,1,pickup,McDouble|Mustard Packet|Sausage Egg Cheese Bagel,2023-01-04,0.06500,8.07,8349
43495,1,pickup,Medium Caramel Cappuccino|Double Quarter Pounder With Cheese Meal,2023-01-04,0.06625,14.69,3205
43496,1,pickup,Medium Decaf Coffee|Medium French Fries,2023-01-04,0.04450,5.83,186
43497,1,delivery,Deluxe Crispy Chicken Sandwich Meal|Salt Packet|Chicken McGriddle,2023-01-04,0.07000,12.93,6644
43498,2,delivery,Seasoned Fries Large|30 Crispy Tenders,2023-01-04,0.07000,52.94,3532
43499,1,pickup,Medium Caramel Latte,2023-01-04,0.06250,3.50,6198
43500,3,pickup,Hot Sauce Packet|Diet Pepsi,2023-01-04,0.05750,3.06,286
43501,1,delivery,Sausage Egg Cheese McGriddle|Hotcakes,2023-01-04,0.05300,9.46,8348
43502,2,delivery,24pc Family Pack Mix & Match|Veggie Sticks Celery Only|Medium 8 pc Wing Combo Mix & Match,2023-01-05,0.07250,53.16,2392
43503,1,delivery,Sausage Egg McMuffin Meal,2023-01-05,0.05600,6.01,5621
43504,2,pickup,Cheese Fries Large,2023-01-05,0.07250,6.21,6240
43505,3,pickup,Cheesy Roll Up|Brisk Mango Fiesta|(1) Brisk Mango Fiesta,2023-01-05,0.04750,7.10,2751
43506,3,delivery,White Hot Ranch Fries Veggie,2023-01-05,0.06625,3.19,7843
43507,1,delivery,Medium Pumpkin Latte|Sausage Biscuit,2023-01-05,0.04500,6.35,8330
43508,3,pickup,Fire Sauce Packet|Dole Lemonade Strawberry Squeeze|Mild Sauce Packet,2023-01-05,0.05000,3.03,6181
43509,1,pickup,Filet O Fish,2023-01-05,0.04450,5.11,287
43510,2,pickup,Triple Chocolate Chunk Brownie|24pc Family Pack Classic,2023-01-05,0.06100,38.81,6477
43511,1,delivery,Sausage Egg Cheese Bagel Meal,2023-01-05,0.06000,6.56,6194
43512,1,pickup,2 Large Fries|Spicy Buffalo|4 Piece McNuggets,2023-01-05,0.05500,7.68,5258
43513,2,pickup,75 Wings Mix & Match,2023-01-05,0.04500,89.34,8180
43514,3,delivery,Black Bean Quesarito|Mug Root Beer (Large),2023-01-05,0.06625,7.02,4036
43515,2,pickup,50 Wings Classic|Seasoned Fries Large,2023-01-05,0.06625,66.19,2679
43516,1,pickup,Scrambled Eggs,2023-01-05,0.04450,1.97,3812
43517,3,delivery,3 Soft Tacos Supreme Combo|Chipotle Sauce,2023-01-05,0.05300,10.73,9771
43518,3,delivery,Diet Mountain Dew (Small),2023-01-05,0.05750,2.84,2500
43519,2,delivery,8 pc Meal for 2 – Crispy Tenders|24pc Crispy Tender Pack,2023-01-05,0.02900,68.92,3056
43520,3,pickup,2 Chicken Chalupas Supreme,2023-01-05,0.06250,12.21,9788
43521,2,pickup,Buffalo Ranch Fries Regular|20 Wings Mix & Match|Large 10 pc Wing Combo Mix & Match,2023-01-05,0.06000,45.44,4983
43522,2,delivery,Louisiana Voodoo Fries Large,2023-01-05,0.05500,6.42,8368
43523,1,pickup,Double Quarter Pounder With Cheese|Double Quarter Cheese Deluxe,2023-01-05,0.04225,14.57,3141
43524,3,pickup,3 Doritos Locos Tacos Supreme Combo,2023-01-05,0.07000,10.90,797
43525,1,pickup,Big Breakfast,2023-01-05,0.06000,5.29,4233
43526,2,pickup,24pc Family Pack Mix & Match|Cajun Friend Corn Large,2023-01-05,0.06350,42.20,8468
43527,1,pickup,Spicy Crispy Chicken Sandwich,2023-01-05,0.06000,5.29,5169
43528,1,pickup,Medium Diet Coke,2023-01-05,0.05600,1.89,7441
43529,1,delivery,Medium Caramel Frappe|Deluxe Crispy Chicken Sandwich,2023-01-05,0.04450,10.01,281
43530,1,pickup,Mustard Packet|4 Piece McNuggets,2023-01-05,0.05750,2.32,7580
43531,2,pickup,30pc Crew Pack Classic,2023-01-05,0.07250,44.39,1178
43532,1,delivery,Medium Frozen Fanta (Wild Cherry),2023-01-05,0.06250,2.22,8297
43533,3,pickup,Cinnamon Twists,2023-01-05,0.04000,1.04,2352
43534,3,pickup,Breakfast Quesadilla Steak|Cheesy Gordita Crunch|Crispy Melt Taco,2023-01-05,0.06625,11.38,290
43535,1,delivery,10 Pieces McNuggets Meal|Sausage Egg Cheese Bagel,2023-01-05,0.06625,14.80,8425
43536,2,delivery,50 Wings Classic|15pc Meal for 2 Mix & Match,2023-01-05,0.05000,86.71,5258
43537,1,pickup,Egg Biscuit,2023-01-05,0.05500,2.73,6132
43538,2,delivery,24pc Family Pack Boneless,2023-01-05,0.05600,29.14,9971
43539,2,pickup,Veggie Sticks Celery Only|100pc Pack Boneless,2023-01-05,0.04500,117.23,5727
43540,1,pickup,Hot & Spicy Chicken McGriddle|Honest Kids Organic Apple Juice,2023-01-05,0.05000,4.70,825
43541,1,delivery,Hamburger|Mayonnaise Packet,2023-01-05,0.06000,2.11,8922
43542,3,pickup,Nacho Cheese Sauce,2023-01-05,0.07000,0.86,3428
43543,2,delivery,7 Crispy Tenders|Cajun Fried Corn Regular|Medium 8 pc Wing Combo Mix & Match,2023-01-05,0.04750,29.82,5768
43544,2,pickup,Soft Drinks 32oz|16pc Crispy Tender Pack,2023-01-05,0.05000,36.83,5771
43545,2,delivery,15pc Meal for 2 Classic|20 Wings Classic|Cajun Friend Corn Large,2023-01-05,0.04500,55.67,4560
43546,2,pickup,Small 6 pc Wing Combo Classic,2023-01-05,0.06850,12.28,7126
43547,3,pickup,Chicken Chipotle Melt|Chipotle Sauce|Ultimate Game Day Box,2023-01-05,0.04000,25.47,3828
43548,1,pickup,Medium Caramel Cappuccino|Grape Jam|Bagel,2023-01-05,0.06350,5.30,8194
43549,3,delivery,Steak Quesadilla|Bean Burrito|Grande Toasted Breakfast Burrito Bacon,2023-01-05,0.04750,14.84,6205
43550,3,pickup,Chips And Nacho Cheese Sauce,2023-01-05,0.05750,1.79,9562
43551,2,delivery,40pc Group Pack Mix & Match|Buffalo Ranch Fries Regular,2023-01-05,0.05600,60.70,5386
43552,2,pickup,24pc Crispy Tender Pack|8 pc Meal for 2 – Crispy Tenders|100 Wings Classic,2023-01-05,0.05300,191.61,136
43553,2,pickup,75 Wings Classic|30 Crispy Tenders|15 Wings Boneless,2023-01-05,0.06250,155.41,1649
43554,3,pickup,Nachos BellGrande Combo|Chicken Quesadilla Combo,2023-01-05,0.06625,21.73,9370
43555,3,pickup,Sierra Mist,2023-01-05,0.04500,3.02,3756
43556,2,delivery,100pc Pack Classic,2023-01-05,0.05750,138.63,8669
43557,1,delivery,McChicken,2023-01-05,0.06875,3.30,2230
43558,2,pickup,50pc Party Pack Mix & Match,2023-01-05,0.04225,68.36,8076
43559,2,pickup,Buffalo Ranch Fries Regular|10 Wings Classic,2023-01-05,0.05600,17.40,3571
43560,3,delivery,Beefy Melt Burrito|Drinks Party Pack,2023-01-05,0.06850,6.41,6500
43561,1,delivery,Medium French Vanilla Latte|Crispy Chicken Sandwich Meal,2023-01-05,0.04225,11.76,4604
43562,2,delivery,Cajun Friend Corn Large|(1) Cajun Friend Corn Large|10 Wings Classic,2023-01-05,0.06875,23.80,7848
43563,2,pickup,Large 10 pc Wing Combo Boneless|100pc Pack Classic|50pc Party Pack Classic,2023-01-05,0.07250,224.12,2100
43564,2,pickup,24pc Family Pack Boneless,2023-01-05,0.06850,29.48,9518
43565,3,delivery,Pepsi|Breakfast Salsa,2023-01-05,0.05600,3.05,1127
43566,3,delivery,Lipton Unsweetened Iced Tea|3 Crunchy Tacos Combo|Black Bean Crunchwrap Supreme,2023-01-05,0.06850,15.67,8573
43567,1,pickup,Medium Premium Roast Coffee,2023-01-05,0.05750,2.10,6790
43568,3,delivery,Mug Root Beer (Small)|Beefy 5-Layer Burrito,2023-01-05,0.06000,7.08,1219
43569,2,pickup,50 Wings Mix & Match|Small 6 pc Wing Combo Classic,2023-01-05,0.06000,73.12,8052
43570,1,pickup,Chicken McGriddle|Regular Oreo McFlurry|McChicken Biscuit Meal,2023-01-05,0.06350,13.05,6678
43571,3,pickup,Black Bean Quesarito|Black Beans,2023-01-05,0.06100,5.71,188
43572,1,pickup,Salt Packet,2023-01-05,0.07250,0.00,5735
43573,1,delivery,Scrambled Eggs,2023-01-05,0.05750,2.00,9700
43574,2,pickup,30 Wings Mix & Match,2023-01-05,0.06625,37.20,8502
43575,3,pickup,Lipton Unsweetened Iced Tea|Taco & Burrito Cravings Pack,2023-01-05,0.07250,21.86,6049
43576,1,delivery,Medium Hazelnut Latte|Medium Diet Coke,2023-01-05,0.06875,5.43,5671
43577,3,delivery,Deluxe Cravings Box,2023-01-05,0.05300,8.41,7998
43578,1,delivery,Bacon Egg Cheese Biscuit Meal|Hot Fudge Sundae,2023-01-05,0.05600,10.54,6051
43579,3,pickup,Nachos BellGrande Combo|Black Bean Crispy Melt Taco,2023-01-05,0.06500,13.61,9794
43580,1,delivery,Medium Vanilla Shake|Egg McMuffin Meal,2023-01-05,0.04750,10.66,2618
43581,2,pickup,50 Wings Mix & Match|Veggie Sticks,2023-01-05,0.05750,62.69,5783
43582,2,pickup,Soft Drinks 32oz|50 Wings Mix & Match|75 Wings Classic,2023-01-05,0.07250,156.87,7772
43583,2,delivery,15 Crispy Tenders|Buffalo Ranch Fries Regular|30 Wings Boneless,2023-01-05,0.02900,60.68,8817
43584,3,delivery,Nachos BellGrande,2023-01-05,0.06850,6.93,2598
43585,3,pickup,Avocado Ranch Sauce|Hot Sauce Packet|Blue Raspberry Freeze,2023-01-05,0.06350,4.35,6446
43586,1,delivery,1 Cookie|Hot Picante Salsa|Cherry & Creme Pie,2023-01-05,0.04000,4.04,2396
43587,2,delivery,50pc Party Pack Classic|15 Crispy Tenders|100 Wings Classic,2023-01-05,0.06850,219.12,9141
43588,2,pickup,Cheese Fries Regular|24pc Family Pack Boneless,2023-01-05,0.05300,32.73,7668
43589,1,pickup,Apple Slices|Medium Minute Maid Orange Juice,2023-01-05,0.04000,4.35,5345
43590,1,delivery,Creamer Packet|20 Pieces McNuggets,2023-01-05,0.06350,7.33,6815
43591,1,pickup,Apple Slices|Hotcakes|Strawberry Preserve,2023-01-05,0.04450,5.31,7170
43592,2,pickup,Large 10 pc Wing Combo Classic|50 Wings Classic,2023-01-05,0.06350,77.40,4109
43593,2,delivery,30 Crispy Tenders|Cajun Fried Corn Regular,2023-01-05,0.06000,51.49,7500
43594,3,delivery,Blue Raspberry Freeze,2023-01-05,0.00000,3.89,6796
43595,1,delivery,Caramel Sundae|Honey Mustard Packet|Double Quarter Pounder With Cheese Meal,2023-01-05,0.05500,14.75,8685
43596,3,pickup,Black Bean Crispy Melt Taco,2023-01-05,0.06875,2.77,9447
